content_id,platform,content_type,topic,likes,comments,shares,saves,reach,engagement_rate,performance_label,success_driver,failure_reason,posted_at,recommended_action
cnt_153,LinkedIn,image,Marketing,609,86,139,80,2432,0.376,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-03,Replicate hook style and CTA in upcoming posts
cnt_154,LinkedIn,carousel,Announcement,632,81,108,128,5638,0.168,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-04,Replicate hook style and CTA in upcoming posts
cnt_155,LinkedIn,image,Tech,1009,13,60,195,7712,0.166,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-05,Replicate hook style and CTA in upcoming posts
cnt_156,Instagram,reel,Marketing,624,2,168,202,4120,0.242,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-06,Replicate hook style and CTA in upcoming posts
cnt_157,LinkedIn,carousel,Tech,1037,106,73,117,8084,0.165,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-07,Replicate hook style and CTA in upcoming posts
cnt_158,Instagram,reel,Education,409,79,64,70,3800,0.164,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-08,Replicate hook style and CTA in upcoming posts
cnt_159,Instagram,reel,Education,922,4,148,186,8765,0.144,average,,Content performed as expected for this format,2026-05-09,Maintain strategy and test small variations
cnt_160,Instagram,image,Marketing,689,95,106,89,3711,0.264,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-10,Replicate hook style and CTA in upcoming posts
cnt_161,LinkedIn,image,Tech,1047,116,69,84,5246,0.251,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-11,Replicate hook style and CTA in upcoming posts
cnt_162,Instagram,carousel,Tech,713,102,29,239,2755,0.393,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-12,Replicate hook style and CTA in upcoming posts
cnt_163,LinkedIn,reel,Education,833,108,142,187,3238,0.392,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-13,Replicate hook style and CTA in upcoming posts
cnt_164,X,image,Marketing,1118,15,116,188,8865,0.162,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-14,Replicate hook style and CTA in upcoming posts
cnt_165,X,carousel,Announcement,800,105,163,190,3287,0.383,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-15,Replicate hook style and CTA in upcoming posts
cnt_166,X,carousel,Tech,71,79,143,167,681,0.675,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-16,Replicate hook style and CTA in upcoming posts
cnt_167,Instagram,carousel,Motivation,149,81,118,154,1283,0.391,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-17,Replicate hook style and CTA in upcoming posts
cnt_168,Instagram,carousel,Announcement,96,38,126,59,387,0.824,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-18,Replicate hook style and CTA in upcoming posts
cnt_169,X,carousel,Announcement,949,47,171,276,6280,0.23,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-19,Replicate hook style and CTA in upcoming posts
cnt_170,Instagram,image,Productivity,222,106,125,208,1238,0.534,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-20,Replicate hook style and CTA in upcoming posts
cnt_171,X,image,Marketing,928,56,60,185,3597,0.342,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-21,Replicate hook style and CTA in upcoming posts
cnt_172,Instagram,text,Motivation,754,7,101,141,3816,0.263,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-22,Replicate hook style and CTA in upcoming posts
cnt_173,LinkedIn,carousel,Productivity,454,82,163,10,1569,0.452,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-23,Replicate hook style and CTA in upcoming posts
cnt_174,X,carousel,Productivity,1176,26,17,283,6922,0.217,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-24,Replicate hook style and CTA in upcoming posts
cnt_175,Instagram,carousel,Marketing,692,99,37,1,4347,0.191,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-25,Replicate hook style and CTA in upcoming posts
cnt_176,Instagram,carousel,Motivation,533,102,44,56,4306,0.171,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-26,Replicate hook style and CTA in upcoming posts
cnt_177,Instagram,image,Motivation,753,101,60,165,2388,0.452,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-27,Replicate hook style and CTA in upcoming posts
cnt_178,X,reel,Announcement,279,94,107,269,1069,0.701,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-28,Replicate hook style and CTA in upcoming posts
cnt_179,Instagram,text,Marketing,938,99,92,262,7677,0.181,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-29,Replicate hook style and CTA in upcoming posts
cnt_180,LinkedIn,reel,Motivation,473,78,11,266,2654,0.312,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-30,Replicate hook style and CTA in upcoming posts
cnt_181,Instagram,text,Tech,1000,108,102,218,8620,0.166,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-05-31,Replicate hook style and CTA in upcoming posts
cnt_182,Instagram,reel,Productivity,928,9,20,164,7767,0.144,average,,Content performed as expected for this format,2026-06-01,Maintain strategy and test small variations
cnt_183,X,image,Announcement,583,79,162,299,3995,0.281,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-02,Replicate hook style and CTA in upcoming posts
cnt_184,LinkedIn,reel,Tech,1106,37,116,258,8277,0.183,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-03,Replicate hook style and CTA in upcoming posts
cnt_185,Instagram,text,Announcement,254,109,167,282,2238,0.363,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-04,Replicate hook style and CTA in upcoming posts
cnt_186,LinkedIn,reel,Education,487,52,86,232,3094,0.277,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-05,Replicate hook style and CTA in upcoming posts
cnt_187,Instagram,text,Motivation,894,40,170,130,5748,0.215,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-06,Replicate hook style and CTA in upcoming posts
cnt_188,Instagram,image,Productivity,206,106,21,47,1502,0.253,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-07,Replicate hook style and CTA in upcoming posts
cnt_189,LinkedIn,reel,Announcement,1159,7,150,287,8078,0.198,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-08,Replicate hook style and CTA in upcoming posts
cnt_190,LinkedIn,image,Education,744,111,170,216,2653,0.468,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-09,Replicate hook style and CTA in upcoming posts
cnt_191,X,text,Productivity,232,73,129,108,1012,0.536,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-10,Replicate hook style and CTA in upcoming posts
cnt_192,LinkedIn,carousel,Announcement,241,44,142,188,958,0.642,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-11,Replicate hook style and CTA in upcoming posts
cnt_193,X,image,Motivation,1168,98,159,285,3719,0.46,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-12,Replicate hook style and CTA in upcoming posts
cnt_194,LinkedIn,reel,Productivity,389,34,179,158,2558,0.297,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-13,Replicate hook style and CTA in upcoming posts
cnt_195,Instagram,reel,Motivation,313,72,168,205,1224,0.619,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-14,Replicate hook style and CTA in upcoming posts
cnt_196,LinkedIn,carousel,Education,1106,27,96,214,7034,0.205,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-15,Replicate hook style and CTA in upcoming posts
cnt_197,Instagram,carousel,Productivity,658,92,83,290,2669,0.421,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-16,Replicate hook style and CTA in upcoming posts
cnt_198,X,text,Announcement,121,86,20,139,816,0.449,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-17,Replicate hook style and CTA in upcoming posts
cnt_199,X,reel,Education,925,53,69,110,8959,0.129,average,,Audience engagement consistent with baseline,2026-06-18,Experiment with hook or CTA to push performance
cnt_200,X,image,Motivation,900,14,72,249,7016,0.176,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-19,Replicate hook style and CTA in upcoming posts
cnt_201,Instagram,image,Productivity,471,50,153,28,1444,0.486,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-20,Replicate hook style and CTA in upcoming posts
cnt_202,Instagram,reel,Announcement,301,97,65,148,2246,0.272,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-21,Replicate hook style and CTA in upcoming posts
cnt_203,X,carousel,Marketing,901,22,33,194,7065,0.163,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-22,Replicate hook style and CTA in upcoming posts
cnt_204,LinkedIn,reel,Announcement,1164,106,171,181,4082,0.397,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-23,Replicate hook style and CTA in upcoming posts
cnt_205,LinkedIn,text,Tech,58,58,19,160,468,0.63,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-24,Replicate hook style and CTA in upcoming posts
cnt_206,LinkedIn,carousel,Marketing,875,37,29,207,2795,0.411,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-25,Replicate hook style and CTA in upcoming posts
cnt_207,LinkedIn,reel,Productivity,962,106,176,185,3607,0.396,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-26,Replicate hook style and CTA in upcoming posts
cnt_208,LinkedIn,image,Tech,912,75,102,268,3380,0.401,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-27,Replicate hook style and CTA in upcoming posts
cnt_209,X,reel,Marketing,715,28,85,86,2770,0.33,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-28,Replicate hook style and CTA in upcoming posts
cnt_210,X,carousel,Productivity,1064,24,198,178,6068,0.241,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-29,Replicate hook style and CTA in upcoming posts
cnt_211,X,carousel,Tech,230,18,65,101,1045,0.396,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-06-30,Replicate hook style and CTA in upcoming posts
cnt_212,X,text,Tech,174,22,197,252,1472,0.438,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-01,Replicate hook style and CTA in upcoming posts
cnt_213,Instagram,text,Motivation,1176,82,162,165,8707,0.182,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-02,Replicate hook style and CTA in upcoming posts
cnt_214,LinkedIn,reel,Education,980,56,161,155,9463,0.143,average,,Audience engagement consistent with baseline,2026-07-03,Experiment with hook or CTA to push performance
cnt_215,Instagram,reel,Education,1059,9,79,236,6879,0.201,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-04,Replicate hook style and CTA in upcoming posts
cnt_216,LinkedIn,text,Marketing,607,9,165,46,5974,0.138,average,,Audience engagement consistent with baseline,2026-07-05,Experiment with hook or CTA to push performance
cnt_217,X,carousel,Education,1155,101,189,21,7149,0.205,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-06,Replicate hook style and CTA in upcoming posts
cnt_218,Instagram,image,Tech,994,64,38,31,6672,0.169,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-07,Replicate hook style and CTA in upcoming posts
cnt_219,Instagram,text,Announcement,192,64,165,88,656,0.776,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-08,Replicate hook style and CTA in upcoming posts
cnt_220,LinkedIn,image,Announcement,1093,66,156,81,6260,0.223,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-09,Replicate hook style and CTA in upcoming posts
cnt_221,X,image,Motivation,857,99,86,26,7739,0.138,average,,Content performed as expected for this format,2026-07-10,Maintain strategy and test small variations
cnt_222,LinkedIn,carousel,Education,695,12,142,197,4412,0.237,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-11,Replicate hook style and CTA in upcoming posts
cnt_223,LinkedIn,text,Productivity,186,74,169,72,1274,0.393,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-12,Replicate hook style and CTA in upcoming posts
cnt_224,LinkedIn,carousel,Tech,193,39,143,192,1896,0.299,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-13,Replicate hook style and CTA in upcoming posts
cnt_225,LinkedIn,reel,Education,1098,11,165,216,7459,0.2,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-14,Replicate hook style and CTA in upcoming posts
cnt_226,Instagram,carousel,Productivity,652,23,54,174,5939,0.152,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-15,Replicate hook style and CTA in upcoming posts
cnt_227,X,reel,Tech,337,9,75,51,3090,0.153,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-16,Replicate hook style and CTA in upcoming posts
cnt_228,LinkedIn,carousel,Productivity,709,112,196,67,7019,0.154,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-17,Replicate hook style and CTA in upcoming posts
cnt_229,Instagram,text,Education,390,106,177,84,2962,0.256,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-18,Replicate hook style and CTA in upcoming posts
cnt_230,X,text,Productivity,506,56,156,145,4599,0.188,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-19,Replicate hook style and CTA in upcoming posts
cnt_231,Instagram,image,Tech,1113,30,79,240,10744,0.136,average,,Audience engagement consistent with baseline,2026-07-20,Experiment with hook or CTA to push performance
cnt_232,X,text,Productivity,1188,56,118,144,9820,0.153,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-21,Replicate hook style and CTA in upcoming posts
cnt_233,Instagram,text,Education,428,102,154,70,2308,0.327,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-22,Replicate hook style and CTA in upcoming posts
cnt_234,Instagram,image,Motivation,1155,119,26,264,10437,0.15,average,,Content performed as expected for this format,2026-07-23,Maintain strategy and test small variations
cnt_235,LinkedIn,reel,Productivity,348,34,115,262,1647,0.461,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-24,Replicate hook style and CTA in upcoming posts
cnt_236,Instagram,text,Marketing,943,113,89,13,6227,0.186,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-25,Replicate hook style and CTA in upcoming posts
cnt_237,Instagram,reel,Education,785,30,98,41,5426,0.176,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-26,Replicate hook style and CTA in upcoming posts
cnt_238,Instagram,reel,Education,222,107,182,171,965,0.707,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-27,Replicate hook style and CTA in upcoming posts
cnt_239,X,reel,Motivation,987,89,35,240,6635,0.204,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-28,Replicate hook style and CTA in upcoming posts
cnt_240,X,text,Motivation,58,32,55,76,454,0.487,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-29,Replicate hook style and CTA in upcoming posts
cnt_241,Instagram,text,Tech,610,30,77,62,2221,0.351,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-30,Replicate hook style and CTA in upcoming posts
cnt_242,X,reel,Tech,956,8,28,255,7756,0.161,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-07-31,Replicate hook style and CTA in upcoming posts
cnt_243,LinkedIn,reel,Marketing,1075,73,61,73,5611,0.228,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-01,Replicate hook style and CTA in upcoming posts
cnt_244,X,reel,Marketing,742,30,146,213,3760,0.301,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-02,Replicate hook style and CTA in upcoming posts
cnt_245,X,reel,Announcement,758,8,134,278,6430,0.183,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-03,Replicate hook style and CTA in upcoming posts
cnt_246,LinkedIn,reel,Education,982,5,162,198,6004,0.224,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-04,Replicate hook style and CTA in upcoming posts
cnt_247,Instagram,reel,Education,158,44,61,53,1154,0.274,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-05,Replicate hook style and CTA in upcoming posts
cnt_248,X,text,Tech,1138,43,164,89,10216,0.14,average,,Content performed as expected for this format,2026-08-06,Maintain strategy and test small variations
cnt_249,X,text,Motivation,1000,80,46,69,3516,0.34,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-07,Replicate hook style and CTA in upcoming posts
cnt_250,LinkedIn,image,Marketing,620,25,11,102,2203,0.344,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-08,Replicate hook style and CTA in upcoming posts
cnt_251,Instagram,carousel,Education,835,104,139,242,4580,0.288,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-09,Replicate hook style and CTA in upcoming posts
cnt_252,LinkedIn,reel,Education,751,110,199,24,4972,0.218,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-10,Replicate hook style and CTA in upcoming posts
cnt_253,LinkedIn,carousel,Announcement,914,113,102,225,5909,0.229,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-11,Replicate hook style and CTA in upcoming posts
cnt_254,Instagram,text,Motivation,1038,47,132,136,9677,0.14,average,,Audience engagement consistent with baseline,2026-08-12,Experiment with hook or CTA to push performance
cnt_255,LinkedIn,reel,Motivation,901,77,46,279,5109,0.255,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-13,Replicate hook style and CTA in upcoming posts
cnt_256,X,text,Productivity,691,84,75,156,5725,0.176,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-14,Replicate hook style and CTA in upcoming posts
cnt_257,LinkedIn,text,Education,929,44,114,21,8741,0.127,average,,Audience engagement consistent with baseline,2026-08-15,Experiment with hook or CTA to push performance
cnt_258,X,carousel,Motivation,137,9,171,207,783,0.669,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-16,Replicate hook style and CTA in upcoming posts
cnt_259,Instagram,reel,Productivity,312,108,155,224,1078,0.741,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-17,Replicate hook style and CTA in upcoming posts
cnt_260,X,carousel,Tech,770,46,98,290,2575,0.468,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-18,Replicate hook style and CTA in upcoming posts
cnt_261,Instagram,carousel,Marketing,941,47,95,227,9074,0.144,average,,Audience engagement consistent with baseline,2026-08-19,Experiment with hook or CTA to push performance
cnt_262,Instagram,reel,Tech,771,50,80,142,4357,0.239,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-20,Replicate hook style and CTA in upcoming posts
cnt_263,Instagram,image,Education,401,63,132,198,3503,0.227,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-21,Replicate hook style and CTA in upcoming posts
cnt_264,LinkedIn,carousel,Motivation,933,27,156,146,8484,0.149,average,,Content performed as expected for this format,2026-08-22,Maintain strategy and test small variations
cnt_265,X,text,Motivation,297,109,18,231,1598,0.41,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-23,Replicate hook style and CTA in upcoming posts
cnt_266,X,image,Education,674,85,88,33,6527,0.135,average,,Content performed as expected for this format,2026-08-24,Maintain strategy and test small variations
cnt_267,X,carousel,Motivation,342,91,181,89,2506,0.281,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-25,Replicate hook style and CTA in upcoming posts
cnt_268,Instagram,image,Marketing,431,101,35,121,3316,0.207,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-26,Replicate hook style and CTA in upcoming posts
cnt_269,X,reel,Motivation,1192,47,119,282,5702,0.288,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-27,Replicate hook style and CTA in upcoming posts
cnt_270,LinkedIn,text,Marketing,653,50,183,245,6265,0.181,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-28,Replicate hook style and CTA in upcoming posts
cnt_271,LinkedIn,image,Productivity,171,16,81,37,1434,0.213,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-29,Replicate hook style and CTA in upcoming posts
cnt_272,Instagram,text,Marketing,1149,81,150,93,9736,0.151,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-30,Replicate hook style and CTA in upcoming posts
cnt_273,LinkedIn,carousel,Productivity,133,106,31,265,555,0.964,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-08-31,Replicate hook style and CTA in upcoming posts
cnt_274,X,image,Motivation,680,119,181,115,4874,0.225,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-01,Replicate hook style and CTA in upcoming posts
cnt_275,Instagram,image,Marketing,533,25,162,282,2723,0.368,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-02,Replicate hook style and CTA in upcoming posts
cnt_276,X,carousel,Productivity,1112,11,128,86,8184,0.163,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-03,Replicate hook style and CTA in upcoming posts
cnt_277,Instagram,reel,Tech,711,107,144,21,2365,0.416,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-04,Replicate hook style and CTA in upcoming posts
cnt_278,X,reel,Announcement,562,83,53,292,3392,0.292,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-05,Replicate hook style and CTA in upcoming posts
cnt_279,Instagram,text,Education,1137,37,164,154,7367,0.203,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-06,Replicate hook style and CTA in upcoming posts
cnt_280,LinkedIn,text,Announcement,948,9,176,30,4138,0.281,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-07,Replicate hook style and CTA in upcoming posts
cnt_281,X,image,Tech,971,26,87,73,5473,0.211,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-08,Replicate hook style and CTA in upcoming posts
cnt_282,X,reel,Education,727,51,33,189,6399,0.156,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-09,Replicate hook style and CTA in upcoming posts
cnt_283,Instagram,carousel,Motivation,515,59,31,136,3386,0.219,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-10,Replicate hook style and CTA in upcoming posts
cnt_284,Instagram,image,Marketing,123,37,98,214,623,0.758,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-11,Replicate hook style and CTA in upcoming posts
cnt_285,X,text,Announcement,660,24,195,81,6061,0.158,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-12,Replicate hook style and CTA in upcoming posts
cnt_286,X,text,Productivity,651,63,5,46,5174,0.148,average,,Content performed as expected for this format,2026-09-13,Maintain strategy and test small variations
cnt_287,LinkedIn,text,Marketing,460,74,90,24,1587,0.408,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-14,Replicate hook style and CTA in upcoming posts
cnt_288,LinkedIn,carousel,Education,983,36,137,4,3829,0.303,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-15,Replicate hook style and CTA in upcoming posts
cnt_289,LinkedIn,reel,Marketing,769,97,103,187,2677,0.432,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-16,Replicate hook style and CTA in upcoming posts
cnt_290,Instagram,text,Marketing,1170,24,92,283,5874,0.267,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-17,Replicate hook style and CTA in upcoming posts
cnt_291,X,reel,Productivity,942,97,140,143,7931,0.167,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-18,Replicate hook style and CTA in upcoming posts
cnt_292,LinkedIn,carousel,Productivity,218,50,95,173,1796,0.298,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-19,Replicate hook style and CTA in upcoming posts
cnt_293,Instagram,carousel,Tech,1062,51,128,20,3557,0.355,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-20,Replicate hook style and CTA in upcoming posts
cnt_294,Instagram,carousel,Education,702,102,121,265,5849,0.203,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-21,Replicate hook style and CTA in upcoming posts
cnt_295,X,text,Tech,672,20,100,153,4771,0.198,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-22,Replicate hook style and CTA in upcoming posts
cnt_296,LinkedIn,reel,Announcement,1172,38,121,8,9551,0.14,average,,Audience engagement consistent with baseline,2026-09-23,Experiment with hook or CTA to push performance
cnt_297,LinkedIn,carousel,Tech,650,101,185,13,5837,0.163,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-24,Replicate hook style and CTA in upcoming posts
cnt_298,X,text,Productivity,125,74,122,87,911,0.448,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-25,Replicate hook style and CTA in upcoming posts
cnt_299,Instagram,text,Education,516,4,146,56,2329,0.31,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-26,Replicate hook style and CTA in upcoming posts
cnt_300,X,text,Tech,877,19,105,104,5992,0.184,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-27,Replicate hook style and CTA in upcoming posts
cnt_301,X,image,Tech,147,90,35,265,865,0.621,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-28,Replicate hook style and CTA in upcoming posts
cnt_302,LinkedIn,image,Marketing,999,67,96,160,4415,0.299,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-29,Replicate hook style and CTA in upcoming posts
cnt_303,LinkedIn,carousel,Productivity,745,86,197,135,7232,0.161,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-09-30,Replicate hook style and CTA in upcoming posts
cnt_304,LinkedIn,carousel,Tech,591,71,76,115,4211,0.203,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-01,Replicate hook style and CTA in upcoming posts
cnt_305,X,image,Education,1021,40,122,178,7654,0.178,outperforming,Strong emotional hook,Strong emotional hook and clear CTA drove engagement,2026-10-02,Replicate hook style and CTA in upcoming posts
